date,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
2016-10-01,10.4,16.6,1.9,13.7,7.2,60,-1.4,9.4,40,107.7
2016-11-01,5.6,15.7,-2.6,9,2.3,36.9,-6.7,10.6,35,97.5
2016-12-01,6.7,15.3,-2.3,10.1,3.3,46.6,-5.7,9.8,49,60.6
2017-01-01,5.7,11.9,-4.8,8.4,3,21.9,-9,10.3,45,57.4
2017-02-01,6.2,12.9,-3.9,9.3,3.2,41.6,-7.6,13.4,64,51.1
2017-03-01,7.7,16.3,-1.7,11.4,4,67.2,-6.6,11.7,44,127.7
2017-04-01,8,16.5,-1.2,12.4,3.7,10,-5,9.5,33,99.1
2017-05-01,11.6,23.2,-1.5,16.6,6.7,43.5,-5.4,9.6,32,224.3
2017-06-01,14.4,26.3,3.7,18.6,10.2,86.4,1.6,11,41,161.5
2017-07-01,15,24.2,6,19.5,10.5,42.2,1.8,9.8,36,166
2017-08-01,14.6,21.8,4.9,18.7,10.5,73.2,0.8,10,31,120.5
2017-09-01,12.4,18.9,4.5,16.5,8.3,82.3,0.4,10.9,43,128.7
2017-10-01,11.2,19.5,0.8,14.8,7.7,47.8,-3.1,12.2,56,73.9
2017-11-01,6.5,14.1,-0.5,9.6,3.3,81.5,-2.9,10.8,36,87
2017-12-01,5.3,13.6,-4.8,8.1,2.5,63.1,-6.7,12.4,49,59.1
2018-01-01,5.3,13.1,-3.2,8.4,2.2,93.1,-9.8,14.8,54,73.3
